original_index,agentRate,wizardSuccess,intent,absent_n,composite,text,ville_depart,ville_destination,date_depart,date_retour,budget
7815,4.0,True,,4,a_definir_apres_selection,Frankfurt,,Frankfurt,,,
7817,5.0,True,book,2,a_definir_apres_selection,"Say, With just 1900 dollars and little more than a dream, could I make it from Seattle to North Vancouver?",Seattle,North Vancouver,,,1900
7819,5.0,True,,4,a_definir_apres_selection,"but, for even more of a hard-hitting pacific fog/rain/drizzle getaway….. where oh where might he be able to stay in San Juan?",,San Juan,,,
7821,5.0,True,,4,a_definir_apres_selection,and if I took my little nineteen hundo nest egg flew on over to Miami. what might that look like?,,Miami,,,
7825,5.0,True,book,1,a_definir_apres_selection,Burlington to Busan. Aug 30 to Sept 10. Got a flight dude?,Burlington,Busan,Aug 30,Sept 10,
7837,3.0,True,book,2,a_definir_apres_selection,Where can this guy go for 2400??? I live in Mexico City. been dreaming of a trip to Milan,Mexico City,Milan,,,2400
7841,3.0,True,,3,a_definir_apres_selection,none yet. as in i'm not sure. just tell me about whatever is in your system and i will ponder the possibilities,,,-1,-1,
7843,3.0,True,,4,a_definir_apres_selection,Really. do you have packages to baltimore then?,,baltimore,,,
7845,3.0,True,,3,a_definir_apres_selection,"i came here to dream, not to get nightmares. i'll give you one last chance mexico city to munich or i hang up",mexico city,munich,,,
7848,4.0,True,book,1,a_definir_apres_selection,"Hello, so, I need the BEST hotel in Tokyo that 6100 dollars can me. I'm taking off out of Denver, heads up, and leaving August 27th
Or soon after..",Denver,Tokyo,August 27th,,6100 dollars
7850,4.0,True,,4,a_definir_apres_selection,7100 dollars.. what then ???,,,,,7100 dollars
7853,3.0,True,book,4,a_definir_apres_selection,i am daydreaming late at work and i want to think about maybe possibly perhaps going to phoenix,,phoenix,,,
7859,3.0,True,,4,a_definir_apres_selection,Just under budget! pretttttty neat. whats Paris got to offer?,,Paris,,,
7864,5.0,True,book,2,a_definir_apres_selection,"Hi there, I need to go from Minneapolis to my internship but I don’t have much money to spare. Could I do Detoit for less than 1400?",Minneapolis,Detoit,,,1400
7870,5.0,True,,4,a_definir_apres_selection,"Thats incredible! The problem is, I want to find a longer stay if possible, even if it means changing city. Can you share the options for Fortaleza?",,Fortaleza,,,
7872,5.0,True,,4,a_definir_apres_selection,"Yes, please check for Puebla also",,Puebla,,,
7877,4.0,True,book,4,a_definir_apres_selection,hola. I am here in Miami,Miami,,,,
7879,4.0,True,,3,a_definir_apres_selection,"Me and my terrific partner are imagining a little trippy. That’s 5 adults, 2 children. And we would like to travel between August 27-30",,,August 27,30,
7881,4.0,True,,3,a_definir_apres_selection,"Wherever! BUT 14900 for all of us, total, please!",,-1,,,14900
7887,4.0,True,book,5,a_definir_apres_selection,Ah shucks. oh well Lets do it!,,,,,
7892,2.0,True,book,2,a_definir_apres_selection,"Get me to Milan like I said. I need a flight departing Aug 26 from Kingston
",Kingston,Milan,Aug 26,,
7899,5.0,True,book,2,a_definir_apres_selection,"I need to get from Sacramento to Osaka on Sept 1
or shortly thereafter",Sacramento,Osaka,Sept 1,,
7902,5.0,True,book,5,a_definir_apres_selection,I am the happy father of 3 children,,,,,
7904,5.0,True,,4,a_definir_apres_selection,And I would like to treat them with a family trip to Berlin!,,Berlin,,,
7906,5.0,True,,4,a_definir_apres_selection,Kingston,Kingston,,,,
7908,5.0,True,,4,a_definir_apres_selection,Eight thousand six hundred dollars,,,,,Eight thousand six hundred dollars
7910,5.0,True,,5,a_definir_apres_selection,Two!,,,,,
7912,5.0,True,,4,a_definir_apres_selection,August 30th at the earliest,,,August 30th,,
7918,5.0,True,,5,a_definir_apres_selection,"Well well well. First place has it beat in the user’s eye by .1 The first package, the hotel isnt near anything interesting?",,,,,
7920,5.0,True,,4,a_definir_apres_selection,"Well, lets explore options in Paris",,Paris,,,
7922,5.0,True,,4,a_definir_apres_selection,Wonderful guest rating! what might be available in St. Louis?,,St. Louis,,,
7926,5.0,True,book,2,a_definir_apres_selection,Hello hello :slightly_smiling_face: Looking to take the family somewhere nice next month. HAve 12400 on hand. How much would it cost to take five children and two adults from London to Belem? For around two weeks,London,Belem,,,12400
7928,5.0,True,,4,a_definir_apres_selection,Wow that actually sounds really good. But the wife wants me to explore all avenues so can you look into trips to Sao Paulo as well?,,Sao Paulo,,,
7932,5.0,True,,4,a_definir_apres_selection,Not really to be honest. Ok how about sf,,sf,,,
7934,5.0,True,,5,a_definir_apres_selection,Is there an option for a nicer hotel?,,,,,
7937,5.0,True,book,3,a_definir_apres_selection,"SL to Rome, what hotels you got?",SL,Rome,,,
7939,5.0,True,,3,a_definir_apres_selection,2 people. Departing ASAP.  Back before Sept 14,,,ASAP,Sept 14,
7941,5.0,True,,5,a_definir_apres_selection,They just have to be the best,,,,,
7945,5.0,True,,5,a_definir_apres_selection,and return date?,,,,,
7947,5.0,True,,4,a_definir_apres_selection,"Good, I'm glad you did that. Ok lets just check Miami really quickly. Whats the best hotel you can find me there?",,Miami,,,
7952,3.0,True,book,3,a_definir_apres_selection,so im following a special someone around the globe... I need to get form Busan to Mexico City,Busan,Mexico City,,,
7954,3.0,True,,4,a_definir_apres_selection,yes 5 thousand,,,,,5 thousand
7956,3.0,True,,4,a_definir_apres_selection, well how about for 6000,,,,,6000
7958,5.0,True,book,1,a_definir_apres_selection,THIS IS WHAT I NEED: TIX FOR 3 ADULTS FROM BERLIN TO SENDAI. LEAVING SEPT 2 OR SOMETIME CLOSE AFTER THAT. CAN I GET THIS DONE FOR &lt;$2400?,BERLIN,SENDAI,Sept 2,,$2400
7967,3.0,True,book,2,a_definir_apres_selection,"ok so im following this celeb AGAIn. trying to go to Hamburg now
i want to depart from Tijuana
i wanna leave the last day of august",Tijuana,Hamburg,last day of august,,
7969,3.0,True,,4,a_definir_apres_selection,Yes 4900 dollars,,,,,4900
7977,5.0,True,book,2,a_definir_apres_selection,"I think what I need is to travel, but I have no time. I've saved up $3200, would I be able to get out of Valencia and to Busan?",Valencia,Busan,,,$3200
7979,5.0,True,,4,a_definir_apres_selection,Calgary??,,Calgary,,,
7981,5.0,True,,4,a_definir_apres_selection,Berlin???,,Berlin,,,
7983,5.0,True,,4,a_definir_apres_selection,:disappointed: :disappointed: :disappointed: Ok one last try How about Milan,,Milan,,,
7986,5.0,True,book,3,a_definir_apres_selection,OMG. I AM LATE AT WORK DREAMING ABOUT A TRIP. I LOVE TO DREAM REAL JOHN LENNON FAN HERE SEND ME TO MILAN I GUESS I AM GETTING THE HECK OUT OF BRASILIA,BRASILIA,MILAN,,,
7988,5.0,True,,4,a_definir_apres_selection,"WOW AMAZING. CATHEDRAL. BUSINESS CLASS TOO, HUZZAH! OK NOW TRY VITORIA",,VITORIA,,,
7990,5.0,True,,4,a_definir_apres_selection,GREAT PERKS LONG TRIP GOOD PRICE WONDERFUL BUT WHAT ABOUT BALTIMORE HUH,,BALTIMORE,,,
7992,4.0,True,book,3,a_definir_apres_selection,"i.... i am the biggest popstar. IN THE WORLD I wanna take a lowkey trip. somewhere beautifully hot
porto?
i want to leave from athens",athens,porto,,,
7998,4.0,True,,4,a_definir_apres_selection,what do you have available in Cordoba,,Cordoba,,,
8002,4.0,True,book,5,a_definir_apres_selection,"wonderful, book it for two adults",,,,,
8005,5.0,True,book,3,a_definir_apres_selection,I AM PAPARAZZI. Kingston to Toluca. How much,Kingston,Toluca,,,
8007,5.0,True,,5,a_definir_apres_selection,"Ok but mind you, I need a nice hotel. The best",,,,,
8009,5.0,True,,4,a_definir_apres_selection,"Man I dont know. Are there better hotels in Toluca in your database, if I change parameters?",,Toluca,,,
8012,5.0,False,book,2,a_definir_apres_selection,"Want to travel with me and my wife and my young child from Birmingham to Curitiba. 15 days, $4000 to spend. You think you can make it happen?",Birmingham,Curitiba,,,$4000
8014,5.0,False,,5,a_definir_apres_selection,1,,,,,
8016,5.0,False,,4,a_definir_apres_selection,How about Hamburg??,,Hamburg,,,
8020,5.0,False,,5,a_definir_apres_selection,Yikes. Are there no other options as far as hotels?,,,,,
8022,5.0,False,,5,a_definir_apres_selection,I guess we’ll have to make do then. Does it have ok amenities?,,,,,
8024,5.0,False,book,5,a_definir_apres_selection,Ok sold! please enter a booking for us,,,,,
8026,5.0,True,book,1,a_definir_apres_selection,"Three words: Alexandria to Cencun. Please book a trip for us. two adults. Leaving ASAP, returning before Sep 6",Alexandria,Cencun,ASAP,Sep 6,
8028,5.0,True,,4,a_definir_apres_selection,How about Paris??,,Paris,,,
8041,4.0,True,book,3,a_definir_apres_selection,yes hi. dublin to osaka,dublin,osaka,,,
8043,4.0,True,,5,a_definir_apres_selection,2,,,,,
8047,4.0,True,,4,a_definir_apres_selection,NO,,,,,-1
8049,4.0,True,,3,a_definir_apres_selection,leave whenever. i should be back for September 11,,,-1,September 11,
8051,4.0,True,,4,a_definir_apres_selection,i mean… thats ok i guess. what do you have in berlin,,berlin,,,
8057,4.0,True,,4,a_definir_apres_selection,i am leaving from osaka,osaka,,,,
8059,4.0,True,,3,a_definir_apres_selection,and would like to go to fortaleza. i dont care about the price,,fortaleza,,,-1
8064,5.0,True,,3,a_definir_apres_selection,Can I get to Pittsburgh from Naples?,Naples,Pittsburgh,,,
8068,5.0,True,,4,a_definir_apres_selection,As long as it takes. Got $4500 to burn,,,,,$4500
8070,5.0,True,,4,a_definir_apres_selection,I think so. But can you check out Recife too?,,Recife,,,
8076,5.0,True,,4,a_definir_apres_selection,Nice. How about Toronto,,Toronto,,,
8078,5.0,True,,4,a_definir_apres_selection,richard you say. and what if i wanted to go to los angeles,,los angeles,,,
8083,5.0,True,book,1,a_definir_apres_selection,helllllo newlywed young lover here looking to skeedaddle off to Sao Paulo for 9 days or so after our reception on august 27 in Athens. two of us have about 2700 dollars left after the wedding so keep that in mind,Athens,Sao Paulo,august 27,,2700
8085,5.0,True,,4,a_definir_apres_selection,im interested but can you check availabities for Porto before we book,,Porto,,,
8088,4.0,True,book,1,a_definir_apres_selection,"miami to mannheim, september 4, under 3200",miami,mannheim,september 4,,3200
8093,2.0,True,book,2,a_definir_apres_selection,"I need to get out of Salvador. I don't know if I can, but I want to. With 3400, can that get me to Houston?",Salvador,Houston,,,3400
8095,2.0,True,,4,a_definir_apres_selection,what about to leon,,leon,,,
8099,2.0,True,,4,a_definir_apres_selection,k how about...san juan,,san juan,,,
8101,2.0,True,,4,a_definir_apres_selection,Pittsburgh,,Pittsburgh,,,
8106,4.0,True,book,1,a_definir_apres_selection,"Hi there, I'm looking for a trip for 5 between Tofino and Dallas. It needs to be between Aug 25 and Aug 28.",Tofino,Dallas,Aug 25,Aug 28,
8108,4.0,True,,5,a_definir_apres_selection,Yeah 5 adults,,,,,
8110,4.0,True,,4,a_definir_apres_selection,Leaving from Tofino,Tofino,,,,
8112,4.0,True,,4,a_definir_apres_selection,Unlimited budget :slightly_smiling_face:,,,,,-1
8114,4.0,True,,3,a_definir_apres_selection,How about Tofino to Curitiba? This time for 11 adults,Tofino,Curitiba,,,
8119,5.0,True,book,1,a_definir_apres_selection,I am looking to go to Belem between August 27 and September 14. Lets see whats available from Ulsan,Ulsan,Belem,August 27,September 14,
8121,5.0,True,,4,a_definir_apres_selection,Nah not really,,,,,-1
8123,5.0,True,,5,a_definir_apres_selection,Just looking for me right now,,,,,
8129,5.0,True,,4,a_definir_apres_selection,What if I left from Mexico City?,Mexico City,,,,
8135,5.0,True,,5,a_definir_apres_selection,"Sure, beach side would be nice. And a 4 star rating at least",,,,,
8139,5.0,True,,4,a_definir_apres_selection,Lovely! Can you tell me what is available in Indianapolis as well?,,Indianapolis,,,
8145,5.0,True,,5,a_definir_apres_selection,"Great :smile: I don't care too much about the length of the stay, I just want the hotel to be as nice as possible",,,,,
8147,5.0,True,,3,a_definir_apres_selection,"Hmm ok, well what about from Ulsan to Indianapolis?",Ulsan,Indianapolis,,,
8156,5.0,True,,2,a_definir_apres_selection,"I live in Portland, and have 3500 to spend on this hypothetical trip. Are there flights to Porto Alegre?",Portland,Porto Alegre,,,3500
8158,5.0,True,,4,a_definir_apres_selection,Wow thats exciting. Do you mind looking up a flight to Baltimore as well?,,Baltimore,,,
8162,5.0,True,,4,a_definir_apres_selection,"Ok nice I didn't know our airport serviced so many destinations
Does it also happen to have flights to Cordoba?",,Cordoba,,,
8166,2.0,True,book,1,a_definir_apres_selection,"Hellooooo. I’m looking to get out of Valencia and check out Hiroshima
Please let me know what is available between August 27 and September 14",Valencia,Hiroshima,August 27,September 14,
8168,2.0,True,,5,a_definir_apres_selection,No,,,,,
8176,2.0,True,,3,a_definir_apres_selection,"Anything on the beach or somewhat luxuiours in Fortaleza, leaving from Valencia?",Valencia,Fortaleza,,,
8182,2.0,True,,4,a_definir_apres_selection,Well what do you have available in Fort Lauderdale??,,Fort Lauderdale,,,
8186,2.0,True,,5,a_definir_apres_selection,What is the hotel like?,,,,,
8191,5.0,True,book,4,a_definir_apres_selection,"Hi there, do you have any flights out of Tofino?",Tofino,,,,
8194,5.0,True,book,3,a_definir_apres_selection,"Hi there, I'm a father of 2 little ones and I'd like to take my kids to visit Portland. We'll be departing from Kobe",Kobe,Portland,,,
8198,5.0,True,,4,a_definir_apres_selection,No budget,,,,,-1
8200,5.0,True,,4,a_definir_apres_selection,ASAP!,,,ASAP,,
8202,5.0,True,,4,a_definir_apres_selection,Try to get me back before Sept 11 if you can,,,,Sept 11,
8204,5.0,True,,3,a_definir_apres_selection,We can also make Kobe to Fukuoka work if you got that?,Kobe,Fukuoka,,,
8207,5.0,True,book,5,a_definir_apres_selection,"Hi there, I'm trying to buy a nice anniversary surprise for my lovely parents.",,,,,
8209,5.0,True,,4,a_definir_apres_selection,"I saved up 2400, but I don't know what flights I can get Can you help me?",,,,,2400
8211,5.0,True,,3,a_definir_apres_selection,"It will just be my two parents Something between August 29 to September 14, as long as possible",,,August 29,September 14,
8213,5.0,True,,4,a_definir_apres_selection,New York,New York,,,,
8222,5.0,True,book,2,a_definir_apres_selection,"Get me a 6 day vacation out of Phoenix starting this Saturday I don't care how much it costs, just get me something good",Phoenix,,this Saturday,,-1
8226,5.0,True,,5,a_definir_apres_selection,My coworker went to Monterrey and she told me it wasn't that great. I'll go if I have to but you got anything else?,,,,,
8233,5.0,True,book,3,a_definir_apres_selection,"Ok I'm turning 20 soon Daddy promised that I would get to take me and 7 friends wherever I wanted. Get me from Sydney to Miami
Mind you we only fly business class
And stay at the best hotels",Sydney,Miami,,,
8235,5.0,True,,4,a_definir_apres_selection,Next week but I can wait if it means you get me a five star hotel,,,next week,,
8239,5.0,True,,4,a_definir_apres_selection,"you got me any 5 star hotels in the city? You know, SL.",,SL,,,
8243,5.0,True,book,4,a_definir_apres_selection,SL sounds good to us,,SL,,,
8248,5.0,True,book,3,a_definir_apres_selection,I've been rewarded with a company trip for me and some coworkers but the destination is a subject of conflict. Our parameters include the travel window being from August 30 until September 18,,,August 30,September 18,
8250,5.0,True,,3,a_definir_apres_selection,"And we are looking at Osaka first of all. That would be for 6 adults, all leaving from Burlington",Burlington,Osaka,,,
8265,1.0,True,book,1,a_definir_apres_selection,"hello. seeking travel from mannheim to portland
my children will be travelling with me as well 2 of my lawyers
so 3 adults. 12 kids total
dates are irrelevant, please just tell me whats available",mannheim,portland,-1,-1,
8267,4.0,True,book,3,a_definir_apres_selection,"You can help me by looking for some trips, so that I can escape my problems if only for a short while. I need to get out of Nagoya for a bit
You got flights to Leon?
I'd like to stay there for 10 days, and I'd like to take my wife and son",Nagoya,Leon,,,
8269,4.0,True,,4,a_definir_apres_selection,"Not picky with dates, but I hope soon!",,,soon,,
8271,4.0,True,,4,a_definir_apres_selection,5400,,,,,5400
8273,4.0,True,,4,a_definir_apres_selection,Calgary also works,,Calgary,,,
8291,2.0,True,book,0,a_definir_apres_selection,"i am looking to explore some options for an upcoming internship. i have a week off from sept 2-9 to see where i’d like to spend my next 6 months
i have a 5800 budget and im leaving from la paz
can you tell me whats available in Ulsan",la paz,Ulsan,sept 2,9,5800
8293,2.0,True,,3,a_definir_apres_selection,I am leaving sept 2 and returning the 9 or within that time frame,,,sept 2,9,
8295,2.0,True,,4,a_definir_apres_selection,that sounds lovely. what about in nagoya?,,nagoya,,,
8297,2.0,True,,4,a_definir_apres_selection,ok fine. how about in indianapolis?,,indianapolis,,,
8299,2.0,True,,5,a_definir_apres_selection,no,,,,,
8303,5.0,True,book,3,a_definir_apres_selection,Get me on a business class flight to Washington please. Coming in hot from SL,SL,Washington,,,
8305,5.0,True,,4,a_definir_apres_selection,"Unlimited, duh!",,,,,-1
8309,5.0,True,,4,a_definir_apres_selection,ASAP but I'm not picky!,,,ASAP,,
8311,5.0,True,,4,a_definir_apres_selection,Ok what if I leave from a different city than SL It could be any city,-1,,,,
8313,5.0,True,,4,a_definir_apres_selection,Fine. What about...if I went to Milan instead,,Milan,,,
8321,5.0,False,book,2,a_definir_apres_selection,i need a 5 star getaway in toronto from beijing immediately,beijing,toronto,immediately,,
8323,5.0,False,,4,a_definir_apres_selection,i need to be back august 25,,,,august 25,
8325,5.0,False,,4,a_definir_apres_selection,Indianapolis then,,Indianapolis,,,
8327,5.0,False,,5,a_definir_apres_selection,2,,,,,
8329,2.0,True,book,1,a_definir_apres_selection,"hello. im getting married september 2 in Kobe and need to book a honeymoon after that
looking at going to Kingston for a week
5000 dollars max please",Kobe,Kingston,september 2,,5000 dollars
8333,2.0,True,,5,a_definir_apres_selection,whats it like,,,,,
8335,2.0,True,,5,a_definir_apres_selection,and is the price for business flights,,,,,
8338,5.0,True,,3,a_definir_apres_selection,let me get from Detoit to Kobe,Detoit,Kobe,,,
8340,5.0,True,,4,a_definir_apres_selection,Just me but I only got 900,,,,,900
8342,5.0,True,,4,a_definir_apres_selection,Saturday or shortly after. Otherwise dates are flexible,,,Saturday,,
8344,5.0,True,,3,a_definir_apres_selection,"I need to get to Kobe, but can you try it for me leaving from Athens isntead?",Athens,Kobe,,,
8346,5.0,True,,4,a_definir_apres_selection,San Juan???,San Juan,,,,
8351,4.0,True,book,4,a_definir_apres_selection,"Hi, have you got any trips out of Jerusalem? I don’t have a destination to focus on yet I just want to ensure that you can find me trips leaving Jerusalem",Jerusalem,,,,
8355,4.0,True,,3,a_definir_apres_selection,Ok. Check Jerusalem August 25 departure,Jerusalem,,August 25,,
8358,3.0,True,,1,a_definir_apres_selection,"Hey there! I'm looking to surprise the family with a little vacay Leaving London from Sept 6, trying to be back around the 24th.
Can you tell me whats available for Belem?
2 adults 2 kids",London,Belem,Sept 6,24th,
8360,3.0,True,,4,a_definir_apres_selection,I would be interested in whatever I can afford with 6800!,,,,,6800
8364,3.0,True,,4,a_definir_apres_selection,"Sounds like a wonderful package, I'm quite impressed! What is available in Kobe?",,Kobe,,,
8370,3.0,True,,5,a_definir_apres_selection,What is it close to....,,,,,
8372,3.0,True,,4,a_definir_apres_selection,"Ok, well, so far I'm more impressed with Belem. But just before we book can you check out Berlin for me?",,Berlin,,,
8377,5.0,True,book,2,a_definir_apres_selection,"By chance, can I take my family from Recife to Rome? Thats me, my wife, and my son
We have $4700 to spend and ideally want to go for 12 days",Recife,Rome,,,$4700
8379,5.0,True,,4,a_definir_apres_selection,Anytime that fits within the budget,,,-1,,
8383,5.0,True,,4,a_definir_apres_selection,"If there's nothing fitting our budget, then try Los Angeles?",,Los Angeles,,,
8385,3.0,True,book,5,a_definir_apres_selection,hi I’m in urgent need of a flight home!,,,,,
8387,3.0,True,,2,a_definir_apres_selection,i’ve been informed of a family emergency and I’m stuck overseas in Tel Aviv. I need to get home to Boston ASAP,Tel Aviv,Boston,ASAP,,
8389,3.0,True,,4,a_definir_apres_selection,Oh no.. well I can get to Calgary for cheap.. what if I leave from there?,Calgary,,,,
8391,5.0,True,book,2,a_definir_apres_selection,"Got an internship with the UN, but they're such cheapskates they can't pay for my flights! I only have 3300
but I can choose from a number of their offices
oh yeah and the dates I need are between August 28 and September 11",,,August 28,September 11,3300
8393,5.0,True,,3,a_definir_apres_selection,Leaving from Rome. can I get to detroit,Rome,detroit,,,
8395,5.0,True,,4,a_definir_apres_selection,I like most things about this but I was hoping for a longer stay What if i went to the Belem office instead?,,Belem,,,
8397,5.0,True,,4,a_definir_apres_selection,"I can also work in Santiago, is there something to be had there?",,Santiago,,,
8401,5.0,True,book,5,a_definir_apres_selection,Ok yeah do it,,,,,
8404,4.0,True,book,3,a_definir_apres_selection,Burlington to Denver please,Burlington,Denver,,,
8406,4.0,True,,5,a_definir_apres_selection,1,,,,,
8408,4.0,True,,3,a_definir_apres_selection,Burlington to Fortaleza,Burlington,Fortaleza,,,
8410,4.0,True,,3,a_definir_apres_selection,Burlington to Leon,Burlington,Leon,,,
8412,4.0,True,,3,a_definir_apres_selection,Burlington to Vancouver,Burlington,Vancouver,,,
8415,5.0,True,book,4,a_definir_apres_selection,I just got a tip that Madonna might be going to Burlington,,Burlington,,,
8417,5.0,True,,3,a_definir_apres_selection,"I'd be leaving from Kobe
Mind you I want you to book me the nicest hotel in Burlington",Kobe,Burlington,,,
8419,5.0,True,,4,a_definir_apres_selection,4700,,,,,4700
8421,5.0,True,,4,a_definir_apres_selection,On or after Sept 6,,,Sept 6,,
8423,5.0,True,,4,a_definir_apres_selection,Do you have nicer hotels in Burlington?,,Burlington,,,
8433,5.0,True,book,5,a_definir_apres_selection,Whew ok,,,,,
8438,5.0,True,,3,a_definir_apres_selection,hello my little pet. i have a little angel to see to in phoenix and i may leave from anywhere,-1,phoenix,,,
8440,5.0,True,,1,a_definir_apres_selection,i must travel between september seventh and seventeenth and with 1100 dollars at the most. i will depart from St. Louis i suppose,St. Louis,,september seventh,seventeenth,1100 dollars
8442,5.0,True,,4,a_definir_apres_selection,oh no! what about to atlanta?,,atlanta,,,
8445,5.0,True,book,3,a_definir_apres_selection,Hello - looking to go to Sao Paulo and I’m leaving from Tofino,Tofino,Sao Paulo,,,
8447,5.0,True,,2,a_definir_apres_selection,"4 adults. August 26 until 29
Price is flexible",,,August 26,29,-1
8449,5.0,True,,3,a_definir_apres_selection,"Fine. Let’s change the start date to August 20
and the end date to September 5",,,August 20,September 5,
8451,4.0,True,book,2,a_definir_apres_selection,"hello i need to get to curitiba. im going to need to stay at the most luxurious facility that you have
and im leaving from santos
on or after august 30th",santos,curitiba,august 30th,,
8457,4.0,True,,4,a_definir_apres_selection,even with a 2700 dollar budget,,,,,2700
8459,4.0,True,,5,a_definir_apres_selection,is it just the one hotel?,,,,,
8463,4.0,True,book,5,a_definir_apres_selection,That does sound somewhat luxurious. ok i guess we should book it,,,,,
8465,4.0,True,book,5,a_definir_apres_selection,book it thanks,,,,,
8468,4.0,True,book,2,a_definir_apres_selection,"I’m in charge of booking a work trip. leaving from Beijing around August 25
and we are looking at possibly going to Jersusalem",Beijing,Jersusalem,August 25,,
8470,4.0,True,,5,a_definir_apres_selection,Try for 10 for now,,,,,
8474,4.0,True,,5,a_definir_apres_selection,"Oh dear, Any other city? Literally anywhere",,,,,
8477,5.0,True,book,3,a_definir_apres_selection,"My boss gave me 8 days off! Get me out of Kingston on Sept 6, or shortly after",Kingston,,Sept 6,,
8479,5.0,True,,4,a_definir_apres_selection,Not really!! I make good $$,,,,,-1
8481,5.0,True,,4,a_definir_apres_selection,You tell me!! Open to suggestions!,,-1,,,
8483,5.0,True,,4,a_definir_apres_selection,"Thats hard to turn down!! Would you happen to have an Asian destination for me?
I've never been!",,Asian,,,
8491,5.0,True,,4,a_definir_apres_selection,Worth considering. Could you get me to Porto??,,Porto,,,
8500,4.0,True,book,1,a_definir_apres_selection,I WANT TO GO TO CANCUN FROM TEL AVIV AUGUST 25 UNTIL AUGUST 28 9 PPL ALL ADULTS NO BUDGET,TEL AVIV,CANCUN,AUGUST 25,AUGUST 28,
8503,4.0,True,book,0,a_definir_apres_selection,I just got an intership and I need to check out my possibilities Puebla to Minneapolis and I have a 4300 budget to travel between Septemeber second until september eighteenth,Puebla,Minneapolis,Septemeber second,september eighteenth,4300
8505,4.0,True,,4,a_definir_apres_selection,"Disappointing.. But yes, look at Rome",,Rome,,,
8507,4.0,True,,4,a_definir_apres_selection,What about in Atlanta?,,Atlanta,,,
8512,5.0,True,book,0,a_definir_apres_selection,"I’m looking to check out san fran and I currently live in Rome I have a couple weeks from Sept 5-22 off to check out Sanf
but only 2800 USD to spend",Rome,san fran,Sept 5,22,2800
8514,5.0,True,,4,a_definir_apres_selection,"I’m sorry, had a little brain blip .. I live in Vitoria",Vitoria,,,,
8520,5.0,True,,3,a_definir_apres_selection,Is there anything from Vitoria to Cancun?,Vitoria,Cancun,,,
8524,5.0,True,,4,a_definir_apres_selection,My final option is Guadalajara,,Guadalajara,,,
8532,5.0,True,,5,a_definir_apres_selection,how much for business?,,,,,
8537,1.0,True,book,3,a_definir_apres_selection,Hi do you have packages for 8 adults from Tel Aviv to Vitoria?,Tel Aviv,Vitoria,,,
8539,1.0,True,,4,a_definir_apres_selection,"No, I don't",,,,,-1
8541,1.0,True,,3,a_definir_apres_selection,"August 26, And return August 29",,,August 26,August 29,
8543,1.0,True,,3,a_definir_apres_selection,What about Tel Aviv to Goiania,Tel Aviv,Goiania,,,
8545,5.0,True,book,2,a_definir_apres_selection,"I wanted to take my children - there are seven - and my beautiful wife on a vacation somewhere
We would be traveling from Fukuoka, and have 13700 to spend
Do you have flights to Santo Domingo?",Fukuoka,Santo Domingo,,,13700
8547,5.0,True,,4,a_definir_apres_selection,Shucks. How about Belem?,,Belem,,,
8549,5.0,True,,4,a_definir_apres_selection,What! Ok how about Los Angeles...surely you have that,,Los Angeles,,,
8552,4.0,True,book,4,a_definir_apres_selection,"3 adults 2 kids, leaving from burlington, destination tbd",burlington,,,,
8554,4.0,True,,4,a_definir_apres_selection,1800,,,,,1800
8558,4.0,True,,4,a_definir_apres_selection,What if I upped the budget to 2000?,,,,,2000
8562,4.0,True,book,3,a_definir_apres_selection,Ok can you buck us between Sept 13 and 17?,,,Sept 13,17,
8564,4.0,True,,3,a_definir_apres_selection,What about 13 to 26?,,,13,26,
8567,4.0,True,book,2,a_definir_apres_selection,"i need a trip under the radar from mannheim to fukuoka
i need to be back here for august 30th",mannheim,fukuoka,,august 30th,
8569,4.0,True,,4,a_definir_apres_selection,no,,,,,-1
8573,4.0,True,,4,a_definir_apres_selection,what do you have available in Buenos Aires.. anything of a higher rating?,,Buenos Aires,,,
8578,5.0,True,book,3,a_definir_apres_selection,"Kabul to Kingston, 11 adults",Kabul,Kingston,,,
8580,5.0,True,,3,a_definir_apres_selection,Do you do flights out of KAbul?,KAbul,-1,,,
8582,1.0,True,,4,a_definir_apres_selection,Hello! I am going to Kabul!,,Kabul,,,
8584,1.0,True,,4,a_definir_apres_selection,"Bringing many children - fourteen in total! We leave Tofino
5 Adults we are and the children",Tofino,,,,
8586,1.0,True,,5,a_definir_apres_selection,I have already told you 5 adults and 14 kids,,,,,
8588,5.0,True,book,4,a_definir_apres_selection,Get me and a friend onto a flight to Porto!,,Porto,,,
8590,5.0,True,,4,a_definir_apres_selection,Jerusalem,Jerusalem,,,,
8592,5.0,True,,4,a_definir_apres_selection,You and your system are TRASH. Get me to Santo Domingo then,,Santo Domingo,,,
8594,5.0,True,,3,a_definir_apres_selection,"No apology not accepted. You will get me my trip or die trying
Vitoria to Porto Alegre then",Vitoria,Porto Alegre,,,
8596,5.0,True,,4,a_definir_apres_selection,Thats more like it. I need to be back before Sept 10,,,,Sept 10,
8598,5.0,True,,3,a_definir_apres_selection,Say it ain't so. Ok what if I went from Vitoria to Santo Domingo,Vitoria,Santo Domingo,,,
8602,5.0,True,book,5,a_definir_apres_selection,Hellllo ! I am taking a trip with my neighbour and her children,,,,,
